VOLTAITEM;STAITEMNBR;IST-Bestand;VOLTAUOM;Beschreib;Ort;VOLTAITEM;STAITEMNBR;
STD-005287;ST0006218;0;EA;SCREW.PAN HEAD.THREAD RO;22126341;STD-005288;ST0006219;Fasteners
STD-005287;ST0006218;21 260,00;EA;SCREW.PAN HEAD.THREAD RO;47J05313;STD-005288;ST0006219;Fasteners
STD-005287;ST0006218;1 625,00;EA;SCREW.PAN HEAD.THREAD RO;VolKontr;STD-005288;ST0006219;Fasteners
STD-005288;ST0006219;1 673,00;EA;SCREW.PAN HEAD.THREAD RO;47J10308;STD-005289;ST0006220;Fasteners
STD-005288;ST0006219;0;EA;SCREW.PAN HEAD.THREAD RO;22126222;STD-005289;ST0006220;Fasteners
STD-005288;ST0006219;34;EA;SCREW.PAN HEAD.THREAD RO;12061000;STD-005289;ST0006220;Fasteners
STD-005288;ST0006219;1 856,00;EA;SCREW.PAN HEAD.THREAD RO;12036218;STD-005289;ST0006220;Fasteners
STD-005288;ST0006219;17 980,00;EA;SCREW.PAN HEAD.THREAD RO;U7004042;STD-005289;ST0006220;Fasteners
STD-005302;ST0004807;500;EA;WASHER.PLAIN.LARGE SERIE;VolKontr;STD-005303;ST0004808;Fasteners
STD-005302;ST0004807;19 385,00;EA;WASHER.PLAIN.LARGE SERIE;47A01108;STD-005303;ST0004808;Fasteners
STD-005304;ST0008597;77;EA;WASHER.PLAIN.LARGE SERIE;12036159;STD-005305;ST0008598;Fasteners
STD-005304;ST0008597;0;EA;WASHER.PLAIN.LARGE SERIE;22126131;STD-005305;ST0008598;Fasteners
STD-005304;ST0008597;0;EA;WASHER.PLAIN.LARGE SERIE;VolKontr;STD-005305;ST0008598;Fasteners
STD-005304;ST0008597;0;EA;WASHER.PLAIN.LARGE SERIE;Rework47;STD-005305;ST0008598;Fasteners
STD-005305;ST0006220;978;EA;WASHER.PLAIN.LARGE SERIE;12036069;STD-005306;ST0006221;Fasteners
STD-005305;ST0006220;0;EA;WASHER.PLAIN.LARGE SERIE;22126202;STD-005306;ST0006221;Fasteners
STD-005305;ST0006220;986;EA;WASHER.PLAIN.LARGE SERIE;VolKontr;STD-005306;ST0006221;Fasteners
STD-005305;ST0006220;3 500,00;EA;WASHER.PLAIN.LARGE SERIE;U2503031;STD-005306;ST0006221;Fasteners
STD-005305;ST0006220;0;EA;WASHER.PLAIN.LARGE SERIE;12036058;STD-005306;ST0006221;Fasteners
STD-005305;ST0006220;0;EA;WASHER.PLAIN.LARGE SERIE;22121052;STD-005306;ST0006221;Fasteners
STD-005305;ST0006220;142;EA;WASHER.PLAIN.LARGE SERIE;12036308;STD-005306;ST0006221;Fasteners
STD-005305;ST0006220;0;EA;WASHER.PLAIN.LARGE SERIE;47J02114;STD-005306;ST0006221;Fasteners
STD-005305;ST0006220;40;EA;WASHER.PLAIN.LARGE SERIE;12061000;STD-005306;ST0006221;Fasteners
STD-005305;ST0006220;0;EA;WASHER.PLAIN.LARGE SERIE;25129092;STD-005306;ST0006221;Fasteners
STD-005305;ST0006220;428;EA;WASHER.PLAIN.LARGE SERIE;47124099;STD-005306;ST0006221;Fasteners
STD-005310;ST0004808;772;EA;BOLT.HEX HEAD.FLANGED.BS;12043047;STD-005311;ST0004809;Fasteners
STD-005310;ST0004808;0;EA;BOLT.HEX HEAD.FLANGED.BS;25128030;STD-005311;ST0004809;Fasteners
STD-005310;ST0004808;32;EA;BOLT.HEX HEAD.FLANGED.BS;VolKontr;STD-005311;ST0004809;Fasteners
STD-005310;ST0004808;3 000,00;EA;BOLT.HEX HEAD.FLANGED.BS;V0503101;STD-005311;ST0004809;Fasteners
STD-005311;ST0004809;846;EA;BOLT.HEX HEAD.FLANGED.CA;12043039;STD-005312;ST0004810;Fasteners
STD-005311;ST0004809;0;EA;BOLT.HEX HEAD.FLANGED.CA;25129032;STD-005312;ST0004810;Fasteners
STD-005311;ST0004809;1 573,00;EA;BOLT.HEX HEAD.FLANGED.CA;47A01004;STD-005312;ST0004810;Fasteners
STD-005311;ST0004809;1 500,00;EA;BOLT.HEX HEAD.FLANGED.CA;U7001041;STD-005312;ST0004810;Fasteners
STD-005311;ST0004809;1;EA;BOLT.HEX HEAD.FLANGED.CA;47J10410;STD-005312;ST0004810;Fasteners
STD-005312;ST0004810;5;EA;BOLT.HEX HEAD.FLANGED.CA;25129083;STD-005313;ST0004811;Fasteners
STD-005312;ST0004810;900;EA;BOLT.HEX HEAD.FLANGED.CA;VolKontr;STD-005313;ST0004811;Fasteners
STD-005312;ST0004810;227;EA;BOLT.HEX HEAD.FLANGED.CA;12043156;STD-005313;ST0004811;Fasteners
STD-005313;ST0004811;1 080,00;EA;BOLT.HEX HEAD.FLANGED.TH;U7502032;STD-005314;ST0004812;Fasteners
STD-005314;ST0004812;100;EA;NUT.HEX.SPRING WASHER.M4;47124099;STD-005315;ST0004813;Fasteners
STD-005314;ST0004812;0;EA;NUT.HEX.SPRING WASHER.M4;22126021;STD-005315;ST0004813;Fasteners
STD-005314;ST0004812;3 753,00;EA;NUT.HEX.SPRING WASHER.M4;12036288;STD-005315;ST0004813;Fasteners
STD-005314;ST0004812;0;EA;NUT.HEX.SPRING WASHER.M4;22126358;STD-005315;ST0004813;Fasteners
STD-005314;ST0004812;4 663,00;EA;NUT.HEX.SPRING WASHER.M4;12036099;STD-005315;ST0004813;Fasteners
STD-005314;ST0004812;343;EA;NUT.HEX.SPRING WASHER.M4;12032018;STD-005315;ST0004813;Fasteners
STD-005315;ST0005022;0;EA;SCREW.BUTTON HEAD.WITH C;22126327;STD-005316;ST0005023;Fasteners
STD-005315;ST0005022;3 468,00;EA;SCREW.BUTTON HEAD.WITH C;12034018;STD-005316;ST0005023;Fasteners
STD-005315;ST0005022;0;EA;SCREW.BUTTON HEAD.WITH C;22124011;STD-005316;ST0005023;Fasteners
STD-005315;ST0005022;0;EA;SCREW.BUTTON HEAD.WITH C;22126341;STD-005316;ST0005023;Fasteners
STD-005315;ST0005022;3 609,00;EA;SCREW.BUTTON HEAD.WITH C;12036246;STD-005316;ST0005023;Fasteners
STD-005315;ST0005022;2 440,00;EA;SCREW.BUTTON HEAD.WITH C;12036247;STD-005316;ST0005023;Fasteners
STD-005317;ST0006221;305;EA;SCREW.BUTTON HEAD.WITH C;VolKontr;STD-005318;ST0006222;Fasteners
STD-005317;ST0006221;6 347,00;EA;SCREW.BUTTON HEAD.WITH C;12036196;STD-005318;ST0006222;Fasteners
STD-005317;ST0006221;0;EA;SCREW.BUTTON HEAD.WITH C;22126143;STD-005318;ST0006222;Fasteners
STD-005317;ST0006221;15 000,00;EA;SCREW.BUTTON HEAD.WITH C;47J05312;STD-005318;ST0006222;Fasteners
STD-005320;ST0006526;232;EA;RIVET.PUSH IN.ROUND.DIA2;VolKontr;STD-005321;ST0006527;Fasteners
STD-005320;ST0006526;3 072,00;EA;RIVET.PUSH IN.ROUND.DIA2;12036116;STD-005321;ST0006527;Fasteners
STD-005320;ST0006526;0;EA;RIVET.PUSH IN.ROUND.DIA2;22126192;STD-005321;ST0006527;Fasteners
STD-005320;ST0006526;0;EA;RIVET.PUSH IN.ROUND.DIA2;12036209;STD-005321;ST0006527;Fasteners
STD-005320;ST0006526;0;EA;RIVET.PUSH IN.ROUND.DIA2;22126282;STD-005321;ST0006527;Fasteners
STD-005320;ST0006526;1 637,00;EA;RIVET.PUSH IN.ROUND.DIA2;12036238;STD-005321;ST0006527;Fasteners
STD-005320;ST0006526;0;EA;RIVET.PUSH IN.ROUND.DIA2;22126061;STD-005321;ST0006527;Fasteners
STD-005320;ST0006526;185;EA;RIVET.PUSH IN.ROUND.DIA2;12036129;STD-005321;ST0006527;Fasteners
STD-005320;ST0006526;0;EA;RIVET.PUSH IN.ROUND.DIA2;22126063;STD-005321;ST0006527;Fasteners
STD-005320;ST0006526;1 350,00;EA;RIVET.PUSH IN.ROUND.DIA2;12036199;STD-005321;ST0006527;Fasteners
STD-005320;ST0006526;0;EA;RIVET.PUSH IN.ROUND.DIA2;22126222;STD-005321;ST0006527;Fasteners
STD-005320;ST0006526;673;EA;RIVET.PUSH IN.ROUND.DIA2;12036218;STD-005321;ST0006527;Fasteners
STD-005320;ST0006526;20;EA;RIVET.PUSH IN.ROUND.DIA2;47J05111;STD-005321;ST0006527;Fasteners
STD-005320;ST0006526;21 900,00;EA;RIVET.PUSH IN.ROUND.DIA2;U8004042;STD-005321;ST0006527;Fasteners
STD-005321;ST0006527;0;EA;RIVET.PUSH IN.ROUND.DIA1;47J05312;STD-005322;ST0006528;Fasteners
STD-005321;ST0006527;15 000,00;EA;RIVET.PUSH IN.ROUND.DIA1;U6503011;STD-005322;ST0006528;Fasteners
STD-005321;ST0006527;933;EA;RIVET.PUSH IN.ROUND.DIA1;12036156;STD-005322;ST0006528;Fasteners
STD-005321;ST0006527;93;EA;RIVET.PUSH IN.ROUND.DIA1;VolKontr;STD-005322;ST0006528;Fasteners
STD-005322;ST0006222;3 865,00;EA;STUD.BALL.SNAPLOC.DIA 7;12033018;STD-005323;ST0006223;Fasteners
STD-005322;ST0006222;0;EA;STUD.BALL.SNAPLOC.DIA 7;22123011;STD-005323;ST0006223;Fasteners
STD-005323;ST0006223;99;EA;COUPLING.BALL.SNAPLOC.DI;U6501012;STD-005324;ST0006224;Fasteners
STD-005323;ST0006223;126;EA;COUPLING.BALL.SNAPLOC.DI;VolKontr;STD-005324;ST0006224;Fasteners
STD-005323;ST0006223;3 787,00;EA;COUPLING.BALL.SNAPLOC.DI;12036258;STD-005324;ST0006224;Fasteners
STD-005323;ST0006223;0;EA;COUPLING.BALL.SNAPLOC.DI;22126341;STD-005324;ST0006224;Fasteners
STD-005323;ST0006223;64;EA;COUPLING.BALL.SNAPLOC.DI;Rework22;STD-005324;ST0006224;Fasteners
STD-005324;ST0006224;0;EA;WING NUT.DIA22X13.M6.PA;22126282;STD-005325;ST0006225;Fasteners
STD-005324;ST0006224;1 000,00;EA;WING NUT.DIA22X13.M6.PA;VolKontr;STD-005325;ST0006225;Fasteners
STD-005324;ST0006224;382;EA;WING NUT.DIA22X13.M6.PA;12036238;STD-005325;ST0006225;Fasteners
STD-005324;ST0006224;289;EA;WING NUT.DIA22X13.M6.PA;12036129;STD-005325;ST0006225;Fasteners
STD-005329;ST0007379;945;EA;BUFFER.SOFT.DIA8.EPDM.BL;47A02316;STD-005330;ST0007380;Fasteners
STD-005331;ST0006225;2 670,00;EA;NUT.HEX.FLANGED.DIN 7436;47J06007;STD-005332;ST0006226;Fasteners
STD-005331;ST0006225;4 590,00;EA;NUT.HEX.FLANGED.DIN 7436;U0503042;STD-005332;ST0006226;Fasteners
STD-005331;ST0006225;226;EA;NUT.HEX.FLANGED.DIN 7436;12042014;STD-005332;ST0006226;Fasteners
STD-005331;ST0006225;12;EA;NUT.HEX.FLANGED.DIN 7436;47J09512;STD-005332;ST0006226;Fasteners
STD-005331;ST0006225;1 700,00;EA;NUT.HEX.FLANGED.DIN 7436;47J06008;STD-005332;ST0006226;Fasteners
STD-005331;ST0006225;232;EA;NUT.HEX.FLANGED.DIN 7436;12043199;STD-005332;ST0006226;Fasteners
STD-005331;ST0006225;0;EA;NUT.HEX.FLANGED.DIN 7436;25129082;STD-005332;ST0006226;Fasteners
STD-005331;ST0006225;252;EA;NUT.HEX.FLANGED.DIN 7436;12043198;STD-005332;ST0006226;Fasteners
STD-005331;ST0006225;0;EA;NUT.HEX.FLANGED.DIN 7436;25129081;STD-005332;ST0006226;Fasteners
STD-005331;ST0006225;340;EA;NUT.HEX.FLANGED.DIN 7436;47J11508;STD-005332;ST0006226;Fasteners
STD-005331;ST0006225;0;EA;NUT.HEX.FLANGED.DIN 7436;25129054;STD-005332;ST0006226;Fasteners
STD-005331;ST0006225;1 176,00;EA;NUT.HEX.FLANGED.DIN 7436;47j11212;STD-005332;ST0006226;Fasteners
STD-005331;ST0006225;4 080,00;EA;NUT.HEX.FLANGED.DIN 7436;W2506012;STD-005332;ST0006226;Fasteners
STD-005332;ST0004813;1 232,00;EA;CLIP.U-CLIP.M6.PANEL THI;12034018;STD-005333;ST0004814;Fasteners
STD-005332;ST0004813;225;EA;CLIP.U-CLIP.M6.PANEL THI;Rework47;STD-005333;ST0004814;Fasteners
STD-005332;ST0004813;171;EA;CLIP.U-CLIP.M6.PANEL THI;12042054;STD-005333;ST0004814;Fasteners
STD-005332;ST0004813;57;EA;CLIP.U-CLIP.M6.PANEL THI;VolKontr;STD-005333;ST0004814;Fasteners
STD-005334;ST0007380;12 500,00;EA;CLIP.PUSH ON.PANEL THICK;47A02211;STD-005335;ST0007381;Fasteners
STD-005338;ST0004814;0;EA;BOLT.HEX HEAD.FLANGED.BS;25129021;STD-005339;ST0004815;Fasteners
STD-005338;ST0004814;1 246,00;EA;BOLT.HEX HEAD.FLANGED.BS;12043149;STD-005339;ST0004815;Fasteners
STD-005338;ST0004814;23;EA;BOLT.HEX HEAD.FLANGED.BS;VolKontr;STD-005339;ST0004815;Fasteners
STD-005338;ST0004814;8;EA;BOLT.HEX HEAD.FLANGED.BS;47J10410;STD-005339;ST0004815;Fasteners
STD-005338;ST0004814;0;EA;BOLT.HEX HEAD.FLANGED.BS;25129071;STD-005339;ST0004815;Fasteners
STD-005338;ST0004814;384;EA;BOLT.HEX HEAD.FLANGED.BS;12043039;STD-005339;ST0004815;Fasteners
STD-005338;ST0004814;17;EA;BOLT.HEX HEAD.FLANGED.BS;12061000;STD-005339;ST0004815;Fasteners
STD-005338;ST0004814;1 342,00;EA;BOLT.HEX HEAD.FLANGED.BS;47J11316;STD-005339;ST0004815;Fasteners
STD-005338;ST0004814;0;EA;BOLT.HEX HEAD.FLANGED.BS;25129031;STD-005339;ST0004815;Fasteners
STD-005338;ST0004814;1 026,00;EA;BOLT.HEX HEAD.FLANGED.BS;12043038;STD-005339;ST0004815;Fasteners
STD-005338;ST0004814;866;EA;BOLT.HEX HEAD.FLANGED.BS;12036079;STD-005339;ST0004815;Fasteners
STD-005338;ST0004814;6;EA;BOLT.HEX HEAD.FLANGED.BS;47J09415;STD-005339;ST0004815;Fasteners
STD-005338;ST0004814;0;EA;BOLT.HEX HEAD.FLANGED.BS;22126021;STD-005339;ST0004815;Fasteners
STD-005339;ST0006226;68;EA;BOLT.HEX HEAD.PART THRD.;12043126;STD-005340;ST0006227;Fasteners
STD-005339;ST0006226;50;EA;BOLT.HEX HEAD.PART THRD.;47A02208;STD-005340;ST0006227;Fasteners
STD-005339;ST0006226;89;EA;BOLT.HEX HEAD.PART THRD.;47J09511;STD-005340;ST0006227;Fasteners
STD-005339;ST0006226;50;EA;BOLT.HEX HEAD.PART THRD.;47a02319;STD-005340;ST0006227;Fasteners
STD-005339;ST0006226;200;EA;BOLT.HEX HEAD.PART THRD.;47J11209;STD-005340;ST0006227;Fasteners
STD-005339;ST0006226;0;EA;BOLT.HEX HEAD.PART THRD.;25129055;STD-005340;ST0006227;Fasteners
STD-005339;ST0006226;850;EA;BOLT.HEX HEAD.PART THRD.;U7002041;STD-005340;ST0006227;Fasteners
STD-005340;ST0006227;400;EA;BOLT.HEX HEAD.FLANGED.BS;47J01208;STD-005341;ST0006228;Fasteners
STD-005340;ST0006227;62;EA;BOLT.HEX HEAD.FLANGED.BS;47J09512;STD-005341;ST0006228;Fasteners
STD-005340;ST0006227;0;EA;BOLT.HEX HEAD.FLANGED.BS;25129055;STD-005341;ST0006228;Fasteners
STD-005340;ST0006227;2 000,00;EA;BOLT.HEX HEAD.FLANGED.BS;W1005022;STD-005341;ST0006228;Fasteners
STD-005340;ST0006227;24;EA;BOLT.HEX HEAD.FLANGED.BS;12043126;STD-005341;ST0006228;Fasteners
STD-005340;ST0006227;1;EA;BOLT.HEX HEAD.FLANGED.BS;47J11313;STD-005341;ST0006228;Fasteners
STD-005340;ST0006227;71;EA;BOLT.HEX HEAD.FLANGED.BS;47J09511;STD-005341;ST0006228;Fasteners
STD-005340;ST0006227;2 000,00;EA;BOLT.HEX HEAD.FLANGED.BS;W1505021;STD-005341;ST0006228;Fasteners
STD-005340;ST0006227;250;EA;BOLT.HEX HEAD.FLANGED.BS;W1506012;STD-005341;ST0006228;Fasteners
STD-005341;ST0006228;76;EA;BOLT.HEX HEAD.FLANGED.BS;VolKontr;STD-005342;ST0006229;Fasteners
STD-005341;ST0006228;127;EA;BOLT.HEX HEAD.FLANGED.BS;12043078;STD-005342;ST0006229;Fasteners
STD-005341;ST0006228;263;EA;BOLT.HEX HEAD.FLANGED.BS;47J09512;STD-005342;ST0006229;Fasteners
STD-005341;ST0006228;0;EA;BOLT.HEX HEAD.FLANGED.BS;25129052;STD-005342;ST0006229;Fasteners
STD-005341;ST0006228;160;EA;BOLT.HEX HEAD.FLANGED.BS;47J10502;STD-005342;ST0006229;Fasteners
STD-005341;ST0006228;500;EA;BOLT.HEX HEAD.FLANGED.BS;47J11305;STD-005342;ST0006229;Fasteners
STD-005341;ST0006228;5;EA;BOLT.HEX HEAD.FLANGED.BS;47J11313;STD-005342;ST0006229;Fasteners
STD-005341;ST0006228;1 170,00;EA;BOLT.HEX HEAD.FLANGED.BS;U4003012;STD-005342;ST0006229;Fasteners
STD-005342;ST0007381;94;EA;BOLT.HEX HEAD.FLANGED.BS;47A01211;STD-005343;ST0007382;Fasteners
STD-005349;ST0006229;0;EA;BOLT.HEX HEAD.FLANGED.BS;25128020;STD-005350;ST0006230;Fasteners
STD-005349;ST0006229;96;EA;BOLT.HEX HEAD.FLANGED.BS;47J10508;STD-005350;ST0006230;Fasteners
STD-005349;ST0006229;0;EA;BOLT.HEX HEAD.FLANGED.BS;22122011;STD-005350;ST0006230;Fasteners
STD-005349;ST0006229;227;EA;BOLT.HEX HEAD.FLANGED.BS;47J11103;STD-005350;ST0006230;Fasteners
STD-005349;ST0006229;2 489,00;EA;BOLT.HEX HEAD.FLANGED.BS;12043046;STD-005350;ST0006230;Fasteners
STD-005349;ST0006229;596;EA;BOLT.HEX HEAD.FLANGED.BS;12032018;STD-005350;ST0006230;Fasteners
STD-005350;ST0006230;-1;EA;TAPE.RECLOSABLE.DUAL LOC;12039999;STD-005351;ST0006231;Fasteners
STD-005350;ST0006230;14;EA;TAPE.RECLOSABLE.DUAL LOC;12036238;STD-005351;ST0006231;Fasteners
STD-005350;ST0006230;0;EA;TAPE.RECLOSABLE.DUAL LOC;22123011;STD-005351;ST0006231;Fasteners
STD-005350;ST0006230;0;EA;TAPE.RECLOSABLE.DUAL LOC;VolKontr;STD-005351;ST0006231;Fasteners
STD-005351;ST0006528;0;EA;SCREW.BUTTON HEAD.TORX S;22126063;STD-005352;ST0006529;Fasteners
STD-005351;ST0006528;0;EA;SCREW.BUTTON HEAD.TORX S;VolKontr;STD-005352;ST0006529;Fasteners
STD-005351;ST0006528;0;EA;SCREW.BUTTON HEAD.TORX S;22126161;STD-005352;ST0006529;Fasteners
STD-005351;ST0006528;170;EA;SCREW.BUTTON HEAD.TORX S;12036168;STD-005352;ST0006529;Fasteners
STD-005351;ST0006528;0;EA;SCREW.BUTTON HEAD.TORX S;12036116;STD-005352;ST0006529;Fasteners
STD-005351;ST0006528;4 264,00;EA;SCREW.BUTTON HEAD.TORX S;QREKLAM;STD-005352;ST0006529;Fasteners
STD-005353;ST0007382;-24;EA;NUT.HEX.FLANGED.STYLE 2.;47129999;STD-005354;ST0007383;Fasteners
STD-005353;ST0007382;635;EA;NUT.HEX.FLANGED.STYLE 2.;47A02317;STD-005354;ST0007383;Fasteners
STD-005354;ST0006231;3 400,00;EA;SCREW.BUTTON HEAD.WITH C;47A02324;STD-005355;ST0006232;Fasteners
STD-005354;ST0006231;200;EA;SCREW.BUTTON HEAD.WITH C;47A02222;STD-005355;ST0006232;Fasteners
STD-005354;ST0006231;592;EA;SCREW.BUTTON HEAD.WITH C;47A01324;STD-005355;ST0006232;Fasteners
STD-005355;ST0006232;0;EA;SCREW.BUTTON HEAD.WITH C;22126161;STD-005356;ST0006233;Fasteners
STD-005355;ST0006232;6 990,00;EA;SCREW.BUTTON HEAD.WITH C;12036168;STD-005356;ST0006233;Fasteners
STD-005355;ST0006232;14 000,00;EA;SCREW.BUTTON HEAD.WITH C;U3001012;STD-005356;ST0006233;Fasteners
STD-005355;ST0006232;6 717,00;EA;SCREW.BUTTON HEAD.WITH C;U4003012;STD-005356;ST0006233;Fasteners
STD-005356;ST0006233;194;EA;SCREW.BUTTON HEAD.WITH C;47A02214;STD-005357;ST0006234;Fasteners
STD-005357;ST0006529;0;EA;SCREW.BUTTON HEAD.TORX S;22126341;STD-005358;ST0006530;Fasteners
STD-005357;ST0006529;465;EA;SCREW.BUTTON HEAD.TORX S;47A01205;STD-005358;ST0006530;Fasteners
STD-005357;ST0006529;671;EA;SCREW.BUTTON HEAD.TORX S;VolKontr;STD-005358;ST0006530;Fasteners
STD-005357;ST0006529;1 783,00;EA;SCREW.BUTTON HEAD.TORX S;12036298;STD-005358;ST0006530;Fasteners
STD-005359;ST0025928;200;EA;NUT.HEX.FLANGED.STYLE 2.;REWORK47;STD-005360;ST0025929;Fasteners
STD-005360;ST0004815;0;EA;SCREW.BUTTON HEAD.TORX S;22126042;STD-005361;ST0004816;Fasteners
STD-005360;ST0004815;7;EA;SCREW.BUTTON HEAD.TORX S;VolKontr;STD-005361;ST0004816;Fasteners
STD-005360;ST0004815;383;EA;SCREW.BUTTON HEAD.TORX S;12036109;STD-005361;ST0004816;Fasteners
STD-005363;ST0004817;188;EA;SCREW.CAP HEAD.TORX.THIN;47J10311;STD-005364;ST0004818;Fasteners
STD-005363;ST0004817;0;EA;SCREW.CAP HEAD.TORX.THIN;22126222;STD-005364;ST0004818;Fasteners
STD-005363;ST0004817;0;EA;SCREW.CAP HEAD.TORX.THIN;VERSAND;STD-005364;ST0004818;Fasteners
STD-005363;ST0004817;1 343,00;EA;SCREW.CAP HEAD.TORX.THIN;12036218;STD-005364;ST0004818;Fasteners
STD-005363;ST0004817;126;EA;SCREW.CAP HEAD.TORX.THIN;47J10308;STD-005364;ST0004818;Fasteners
STD-005363;ST0004817;0;EA;SCREW.CAP HEAD.TORX.THIN;22B24122;STD-005364;ST0004818;Fasteners
STD-005363;ST0004817;35;EA;SCREW.CAP HEAD.TORX.THIN;U6004012;STD-005364;ST0004818;Fasteners
STD-005367;ST0006530;0;EA;SCREW.CSNK HEAD.HEXAGON;22126143;STD-005368;ST0006531;Fasteners
STD-005367;ST0006530;18 000,00;EA;SCREW.CSNK HEAD.HEXAGON;U7004042;STD-005368;ST0006531;Fasteners
STD-005367;ST0006530;1 945,00;EA;SCREW.CSNK HEAD.HEXAGON;12036156;STD-005368;ST0006531;Fasteners
STD-005367;ST0006530;95;EA;SCREW.CSNK HEAD.HEXAGON;VolKontr;STD-005368;ST0006531;Fasteners
STD-005369;ST0004818;0;EA;SCREW.PAN HEAD.TYPE CE.T;22126222;STD-005370;ST0004819;Fasteners
STD-005369;ST0004818;20 578,00;EA;SCREW.PAN HEAD.TYPE CE.T;QREKLAM;STD-005370;ST0004819;Fasteners
STD-005369;ST0004818;468;EA;SCREW.PAN HEAD.TYPE CE.T;12036209;STD-005370;ST0004819;Fasteners
STD-005369;ST0004818;0;EA;SCREW.PAN HEAD.TYPE CE.T;47J05310;STD-005370;ST0004819;Fasteners
STD-005733;ST0004819;109;EA;P CLAMP. RATCHET. 12.7-1;47J11311;STD-005734;ST0004820;Fasteners
STD-005733;ST0004819;560;EA;P CLAMP. RATCHET. 12.7-1;47J05212;STD-005734;ST0004820;Fasteners
STD-005733;ST0004819;3 360,00;EA;P CLAMP. RATCHET. 12.7-1;47J10316;STD-005734;ST0004820;Fasteners
STD-005733;ST0004819;272;EA;P CLAMP. RATCHET. 12.7-1;47a01001;STD-005734;ST0004820;Fasteners
STD-005734;ST0004820;268;EA;1-PIECE CABLE TIE WITH O;12043139;STD-005735;ST0004821;Fasteners
STD-005734;ST0004820;2;EA;1-PIECE CABLE TIE WITH O;versand;STD-005735;ST0004821;Fasteners
STD-005734;ST0004820;0;EA;1-PIECE CABLE TIE WITH O;22121102;STD-005735;ST0004821;Fasteners
STD-005734;ST0004820;34;EA;1-PIECE CABLE TIE WITH O;Q-KABEL;STD-005735;ST0004821;Fasteners
STD-005734;ST0004820;56;EA;1-PIECE CABLE TIE WITH O;12042054;STD-005735;ST0004821;Fasteners
STD-005734;ST0004820;1 497,00;EA;1-PIECE CABLE TIE WITH O;12032028;STD-005735;ST0004821;Fasteners
STD-005734;ST0004820;0;EA;1-PIECE CABLE TIE WITH O;22122011;STD-005735;ST0004821;Fasteners
STD-005734;ST0004820;0;EA;1-PIECE CABLE TIE WITH O;47J07402;STD-005735;ST0004821;Fasteners
STD-005734;ST0004820;1;EA;1-PIECE CABLE TIE WITH O;12041040;STD-005735;ST0004821;Fasteners
STD-005734;ST0004820;285;EA;1-PIECE CABLE TIE WITH O;12036058;STD-005735;ST0004821;Fasteners
STD-005734;ST0004820;161;EA;1-PIECE CABLE TIE WITH O;12043068;STD-005735;ST0004821;Fasteners
STD-005734;ST0004820;0;EA;1-PIECE CABLE TIE WITH O;25128040;STD-005735;ST0004821;Fasteners
STD-005734;ST0004820;251;EA;1-PIECE CABLE TIE WITH O;12043149;STD-005735;ST0004821;Fasteners
STD-005734;ST0004820;0;EA;1-PIECE CABLE TIE WITH O;25129053;STD-005735;ST0004821;Fasteners
STD-005734;ST0004820;0;EA;1-PIECE CABLE TIE WITH O;25129073;STD-005735;ST0004821;Fasteners
STD-005734;ST0004820;0;EA;1-PIECE CABLE TIE WITH O;25129092;STD-005735;ST0004821;Fasteners
STD-005734;ST0004820;0;EA;1-PIECE CABLE TIE WITH O;25129042;STD-005735;ST0004821;Fasteners
STD-005734;ST0004820;231;EA;1-PIECE CABLE TIE WITH O;12043188;STD-005735;ST0004821;Fasteners
STD-005736;ST0007383;4 088,00;EA;1-PIECE CABLE TIE WITH M;47A02009;STD-005737;ST0007384;Fasteners
STD-005737;ST0007384;4 993,00;EA;1-PIECE CABLE TIE WITH E;47A03002;STD-005738;ST0007385;Fasteners
STD-005739;ST0006234;2 563,00;EA;2-PIECE EDGE CLIP WITH C;Q-Kabel;STD-005740;ST0006235;Fasteners
STD-005739;ST0006234;4 400,00;EA;2-PIECE EDGE CLIP WITH C;U7504032;STD-005740;ST0006235;Fasteners
STD-005741;ST0006235;256;EA;M16X2 - 40MM. PC10.9. HE;12043018;STD-005742;ST0006236;Fasteners
STD-005741;ST0006235;0;EA;M16X2 - 40MM. PC10.9. HE;47J02114;STD-005742;ST0006236;Fasteners
STD-005741;ST0006235;0;EA;M16X2 - 40MM. PC10.9. HE;25129012;STD-005742;ST0006236;Fasteners
STD-005741;ST0006235;1 496,00;EA;M16X2 - 40MM. PC10.9. HE;U2503031;STD-005742;ST0006236;Fasteners
STD-005741;ST0006235;0;EA;M16X2 - 40MM. PC10.9. HE;25129011;STD-005742;ST0006236;Fasteners
STD-005741;ST0006235;2 800,00;EA;M16X2 - 40MM. PC10.9. HE;W1506011;STD-005742;ST0006236;Fasteners
STD-005742;ST0007604;17;EA;2-PIECE CABLE TIE WITH R;12061000;STD-005743;ST0007605;Fasteners
STD-005742;ST0007604;400;EA;2-PIECE CABLE TIE WITH R;Q-KABEL;STD-005743;ST0007605;Fasteners
STD-005742;ST0007604;500;EA;2-PIECE CABLE TIE WITH R;U5004042;STD-005743;ST0007605;Fasteners
STD-005742;ST0007604;82;EA;2-PIECE CABLE TIE WITH R;12041040;STD-005743;ST0007605;Fasteners
STD-005742;ST0007604;2 500,00;EA;2-PIECE CABLE TIE WITH R;47J05210;STD-005743;ST0007605;Fasteners
STD-005742;ST0007604;393;EA;2-PIECE CABLE TIE WITH R;12036218;STD-005743;ST0007605;Fasteners
